Account ID,Org Name,Supply ID,D-EH9 Type of resource consent,D-EH9 Comments,D-EH10 Resource consent reference number,D-EH11 Expiry date for resource consent,D-EH11 Comments,D-EH11 Currently operating under this consent?,D-EH11 Consent status,D-EH16 Reason consent conditions not met,D-EH16 Reason detail,D-EH9 to D-EH16 Data confidence
ACC-00008513,Dunedin City Council,WAI015,Water take,,2006.002.V1,2041-11-01 00:00:00,,Yes,Active,Data issue,Exceeded flow rate,5 - Highly Reliable
ACC-00008513,Dunedin City Council,WAI015,Water take,,2006.075.V1,2041-11-01 00:00:00,,Yes,Active,Data issue,Exceeded flow rate,5 - Highly Reliable
ACC-00008513,Dunedin City Council,WAI015,Discharge to water,,RM24.083.01,2041-11-01 00:00:00,,Yes,Active,"Exceedances in the discharged flow rate, volume and discharge water quality limit.",Other,5 - Highly Reliable
ACC-00008513,Dunedin City Council,WES002,Water take,,2002.323,2036-12-01 00:00:00,,Yes,Active,,Exceeded flow rate,5 - Highly Reliable
ACC-00008513,Dunedin City Council,WES002,Discharge to water,,2002.677,2023-06-01 00:00:00,,Yes,Operating under s124 RMA,Several exceedances in the discharged volume and exceedances of the water quality of the wetland.,Other,5 - Highly Reliable
ACC-00008510,Far North District Council,Ahipara,Other (Please identify in the comments section),,AUT.009559,2036-11-30 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,KAI006,Water take,,AUT.001862.01.05,2037-02-28 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,KAI006,Water take,,AUT.004046.03.02,2053-06-30 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,KAI006,Water take,,AUT.004109.01.03,2026-05-31 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,KAI006,Discharge to water,,AUT.015992,2026-11-30 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,KAI006,Water take,,AUT.025683.01.04,2030-11-30 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,KAI008,Discharge to water,,AUT.019121,2021-08-31 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,KAW002,Water take,,AUT.002478.01.04,2053-05-31 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,KAW002,Water take,,AUT.004847.02.02,2053-05-31 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,KER001,Water take,,AUT.002044.01.04,2056-11-30 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,KER001,Discharge to water,,AUT.007409,2034-03-31 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,OMA002,Water take,,AUT.004369.01.03,2026-08-31 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,OMA002,Other (Please identify in the comments section),,AUT.004369.02.03,2026-08-31 00:00:00,Use repair of a weir intake structure,Yes,Active,,,
ACC-00008510,Far North District Council,OMA002,Other (Please identify in the comments section),,AUT.004369.03.03,2026-08-31 00:00:00,"To dam, divert and discharge water",Yes,Active,,,
ACC-00008510,Far North District Council,OMA002,Water take,,AUT.005112.01.03,2032-11-30 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,OMA002,Water take,,AUT.007356.01,2026-08-31 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,OMA002,Land use,,AUT.007356.02,2026-08-31 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,OMA002,Water Take,,AUT.007356.03,2026-08-31 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,OMA002,Water take,,AUT.007356.04,2026-08-31 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,OMA002,Land use,,AUT.007356.05,2026-08-31 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,OMA002,Discharge to water,,AUT.007356.06,2026-08-31 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,OMA002,Land use,,AUT.007356.07,2026-08-31 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,OMA002,Water take,,AUT.040878.01.01,2055-12-31 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,OMA003,Water take,,AUT.002041.01.03,2051-10-01 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,OMA003,Discharge to water,,AUT.002041.06.01,2051-10-01 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,PAI001,Discharge to water,,AUT.000880.01.06,2031-02-26 00:00:00,,Yes,Active,,,
ACC-00008510,Far North District Council,PAI001,Water take,,AUT.002010,2024-04-30 00:00:00,,Yes,Active,,,
ACC-00001008,Gisborne District Council,GIS001,Discharge to land,Sludge pond discharge to land,DL-2024-112338-00,2024-06-20 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001008,Gisborne District Council,GIS001,Discharge to water,Discharge up to 720 cubic metres of potable town supply water per day at a maximum rate of 200 litres per second resulting from scouring of the Gisborne City water pipeline,DW-2015-106712-00,2025-06-30 00:00:00,,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00001008,Gisborne District Council,GIS001,Discharge to water,for the discharge of supernatant from the city’s water supply treatment process into the Te Arai River.,DW-2019-108834-00,2029-07-31 00:00:00,,Yes,Active,Total Aluminium Exceedances in sampling,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00001008,Gisborne District Council,GIS001,Discharge to water,Discharge up to 1440 cubic metres of sludge and re-slurry water per day at a maximum rate of 50 litres per second from the post-treatment (backwash) pond into the Waipaoa River,DW-2024-112339-00,2034-10-11 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001008,Gisborne District Council,GIS001,Discharge to water,Discharge up to 1440 cubic metres of sludge and re-slurrying water per day at a maximum rate of 50 litres per second from the pre-treatment ponds into the Waipaoa River,DW-2024-112340-00,2034-10-11 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001008,Gisborne District Council,GIS001,Land use,Install a discharge pipe in the true left hand side (TLHS) bank of the Mangapoike River to discharge overflow from the Clapcott Dam,LR-2019-109029-00,2034-08-06 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001008,Gisborne District Council,GIS001,Water take,Clapcott Dam No.1 catchment for the purpose of water supply to Gisborne City.Includes charges from RC-106025,WI-2013-106026-00,2048-06-30 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001008,Gisborne District Council,GIS001,Water take,"Take up to 17,280 cubic metres of water per day at a rate of 200 litres per second from the Waipaoa River for urban supply",WS-2021-110327-00,2034-07-30 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001008,Gisborne District Council,TEK002,Water take,"To take groundwater from the Waipaoa Gravel Aquifer (A-block) at a maximum daily volume of 300 cubic metres of water, up to a maximum of 109,500 cubic metres per annum.",WG-2019-108877-00,2029-06-30 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001008,Gisborne District Council,WHA004,Water take,Waipaoa River 'A' Block water take 1.2 l/sec = 4.32 m3/hr,WG-2019-108878-00,2021-02-04 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001008,Gisborne District Council,WHA004,Water take,Waipaoa River 'B' block wtar take 0.9 l/sec = 3.24 m3/hr,WG-2019-109634-00,2021-02-04 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008531,Gore District Council,GOR001,Other (Please identify in the comments section),Water and discharge permit,202555,2039-08-09 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008531,Gore District Council,GOR001,Land use,,202556,2039-08-09 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008531,Gore District Council,GOR001,Water take,,204330,2033-08-27 00:00:00,,Yes,Active,,Missing values from data,5 - Highly Reliable
ACC-00008531,Gore District Council,GOR001,Water take,,205720,2020-03-15 00:00:00,,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00008531,Gore District Council,GOR001,Water take,,99197,2025-03-07 00:00:00,,Yes,Operating under s124 RMA,,Missing values from data,5 - Highly Reliable
ACC-00008531,Gore District Council,MAT002,Water take,,99223,2025-06-13 00:00:00,,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00008531,Gore District Council,MAT002,Water take,,AUTH-20191588,2027-04-30 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008531,Gore District Council,MAT002,Water take,,AUTH-20191736-01,2045-04-16 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008531,Gore District Council,MAT002,Land use,,AUTH-20191736-02,2045-04-16 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008531,Gore District Council,MAT002,Discharge to water,,AUTH-20191736-03,2045-04-16 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008531,Gore District Council,MAT002,Water take,,AUTH-20211088-01,2045-04-16 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008531,Gore District Council,MAT002,Discharge to land,,AUTH-20211088-02,2045-04-16 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001018,Greater Wellington Regional Council,BAT001,Water take,,WGN230214 [38831],1999-12-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001018,Greater Wellington Regional Council,kai040,Water take,,BP33/0045,2099-12-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001015,Grey District Council,BLA001,Water take,,RC01180/3,2037-01-08 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001015,Grey District Council,GE0001,Water take,,RC01180/2,2037-01-08 00:00:00,Emergency supply,Yes,Active,,,5 - Highly Reliable
ACC-00001015,Grey District Council,GRE001,Water take,,RC01092/3,2036-08-03 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001003,Hamilton City Council,HAM001,Discharge to water,,AUTH105261.01.02,2026-10-01 00:00:00,,Yes,Active,Low Risk Non-Compliance for filter backwash discharge quality.,Other (Please identify in the comments section),4 - Reliable
ACC-00001003,Hamilton City Council,HAM001,Discharge to water,,AUTH107903.01.02,2026-12-01 00:00:00,,Yes,Active,Consent conditions met,,4 - Reliable
ACC-00001003,Hamilton City Council,HAM001,Water take,,AUTH113941.01.03,2044-03-02 00:00:00,,Yes,Active,Consent conditions met,,4 - Reliable
ACC-00001003,Hamilton City Council,HAM001,Water take,,AUTH123743.01.01,2027-01-31 00:00:00,,Yes,Active,Consent conditions met,,4 - Reliable
ACC-00001003,Hamilton City Council,HAM001,Other (Please identify in the comments section),Surface Water Use,AUTH123744.01.01,2027-01-31 00:00:00,,Yes,Active,Consent conditions met,,4 - Reliable
ACC-00001003,Hamilton City Council,HAM001,Water take,,AUTH125287.01.01,2028-02-01 00:00:00,,Yes,Active,Consent conditions met,,4 - Reliable
ACC-00001003,Hamilton City Council,HAM001,Other (Please identify in the comments section),Surface Water Use,AUTH125290.01.01,2028-02-01 00:00:00,,Yes,Active,Consent conditions met,,4 - Reliable
ACC-00008532,Hastings District Council,CLI001,Water take,Clive - Tucker,AUTH-114779-04,2025-05-31 00:00:00,,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00008532,Hastings District Council,CLI001,Water take,Clive - Ferry,AUTH-114790-03,2025-05-31 00:00:00,,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00008532,Hastings District Council,HAS001,Water take,Hast - Brookvale,AUTH-116302-03,2018-05-31 00:00:00,,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00008532,Hastings District Council,HAS001,Water take,Hastings Urban,AUTH-120019-05,2047-05-31 00:00:00,,Yes,Active,No automated data transfer for emergency supplies until SCADA upgrade completed 25/26.  No Flow rig verification until Treatment upgrade completed in 25/26.  Old Frimley borefield to be decommissioned.,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008532,Hastings District Council,HAU002,Water take,Haumoana,AUTH-124374-01,2047-05-31 00:00:00,,Yes,Active,No automated data transfer for emergency supplies until SCADA upgrade completed 25/26,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008532,Hastings District Council,OMA008,Water take,Omahu,AUTH-111979-01,2026-05-31 00:00:00,,Yes,Active,Exceeded Annual volume and 7 day volume for 1 week.  Exceedance due to customer side leakage.  Issues have been identified and rectified.,Exceeded volume,5 - Highly Reliable
ACC-00008532,Hastings District Council,TEP009,Water take,Te Pohue,AUTH-122615-01,2028-05-31 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008532,Hastings District Council,WAI007,Water take,Waimarama,AUTH-119996-02,2033-05-31 00:00:00,,Yes,Active,No automated data transfer until SCADA upgrade completed 25/26,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008532,Hastings District Council,WAI087,Water take,Waipatiki,AUTH-125382-01,2055-05-31 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008532,Hastings District Council,WAI135,Water take,Waipatu,AUTH-117639-04,2023-05-31 00:00:00,,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00008532,Hastings District Council,WHA029,Water take,Whakatu,AUTH-114782-04,2025-05-31 00:00:00,,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00008532,Hastings District Council,WHI007,Water take,Whirinaki,AUTH-119526-01,2040-05-31 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008532,Hastings District Council,WHI007,Water take,Whiri - Vineyard,AUTH-119527-01,2040-05-31 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,KER005,Water take,,AUTH111659.01.01,2027-07-01 00:00:00,,Yes,Active,Exceeded Total Annual Volume but not daily volume or rate of take,Exceeded volume,5 - Highly Reliable
ACC-00008587,Hauraki District Council,KER005,Water take,,AUTH119762.01.02,2029-07-01 00:00:00,,Yes,Active,Exceeded Average Rate of Take,Exceeded flow rate,5 - Highly Reliable
ACC-00008587,Hauraki District Council,KER005,Land use,,AUTH119763.01.01,2029-07-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,KER005,Water take,,AUTH119764.01.02,2029-07-01 00:00:00,,Yes,Active,Daily Volume and Rate of Take exceeded,Exceeded volume,5 - Highly Reliable
ACC-00008587,Hauraki District Council,KER005,Land use,,AUTH119765.01.01,2029-07-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,KER005,Discharge to water,,AUTH119766.01.01,2029-07-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,KER005,Water take,,AUTH120602.01.01,2027-07-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,KER005,Water take,,AUTH121236.01.01,2029-07-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,KER005,Discharge to water,,AUTH124630.01.01,2047-06-30 00:00:00,,Yes,Active,"11 days over discharge volume limit.
Al and SS breach",Exceeded volume,5 - Highly Reliable
ACC-00008587,Hauraki District Council,KER005,Other (Please identify in the comments section),Dam,AUTH135741.01.01,2020-10-01 00:00:00,,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,KER005,Discharge to water,,AUTH137795.01.01,2052-06-12 00:00:00,,Yes,Active,"Exceeded rate of discharge
Exceeded Al and TSS limits",Exceeded flow rate,5 - Highly Reliable
ACC-00008587,Hauraki District Council,PAE001,Discharge to water,,AUTH132558.01.01,2039-06-30 00:00:00,,Yes,Active,"Exceeded rate of discharge
Exceeded Al and TSS limits",Exceeded volume,5 - Highly Reliable
ACC-00008587,Hauraki District Council,PAE001,Water take,,AUTH140228.01.01,2048-12-31 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,PAE001,Land use,,AUTH140228.02.01,2048-12-31 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WAI003,Water take,,AUTH130392.01.01,2034-05-16 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WAI003,Land use,,AUTH130392.02.01,2034-05-16 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WAI003,Water take,,AUTH130392.03.01,2034-05-16 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WAI003,Land use,,AUTH130392.04.01,2034-05-16 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,FOX003,Water take,,ATH-2001009425.01,2048-07-01 00:00:00,Foxton Beach - EDINBURGH BORE,Yes,Active,"peak flow exceedance, differnces between actual scada read and soft sensor set up eg 1am -1am compared to 12am-12am",Exceeded flow rate,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,FOX003,Discharge to land,,ATH-2002009586.01,2038-09-23 00:00:00,Foxton - LADYS MILE DISCHARGE TO LAND,Yes,Active,,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,FOX003,Water take,,ATH-2003010237.01,2048-07-01 00:00:00,Foxton Beach - FLAGSTAFF BORE,Yes,Active,"peak flow exceedance, differnces between actual scada read and soft sensor set up eg 1am -1am compared to 12am-12am",Exceeded flow rate,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,FOX003,Discharge to land,,ATH-2009012520.00,2028-07-01 00:00:00,Foxton - Discharge groundwater to land from Harbour Street road bore,Yes,Active,,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,FOX003,Water take,,ATH-2010013405.00,2028-07-01 00:00:00,"Foxton - Clyde St Bore, Ladys Mile Bore and Harbour St Bore",Yes,Active,"slightly different measurement based on time start and end compared to scada, eg daylight savings time differences from soft sensor set up, still compliant as per scada actual reads",Exceeded flow rate,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,FOX003,Discharge to land,,ATH-2010013407.00,2028-07-01 00:00:00,FOXTON DISCHARGE TO LAND CLYDE ST.,Yes,Active,,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,LEV001,Water take,,ATH-1991006011.03 (MWC901962),2042-07-01 00:00:00,INTAKE OHAU,Yes,Active,,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,LEV001,Discharge to water,,ATH-1995003230.01,2042-07-01 00:00:00,OHAU BACKWASH DISCHARGE TO RIVER,Yes,Active,"peak flow exceedance, differnces between actual scada read and soft sensor set up eg 1am -1am compared to 12am-12am",Exceeded volume,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,LEV001,Land use,,ATH-2008010962.02,2043-05-06 00:00:00,SCARIFICATION OHAU,Yes,Active,,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,LEV001,Water take,,ATH-2022205111.00,2042-07-01 00:00:00,POADS ROAD RES - NOT BUILT YET,No,Active,,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,SHA001,Discharge to water,,ATH-1996004132.01,2019-12-10 00:00:00,"SHANNON DISCHARGE TO DRAIN -  expired and currently operating under s124, reconsenting is under progress.",Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,SHA001,Water take,,ATH-2005010241.03,2019-12-10 00:00:00,SHANNON INTAKE - EXPIRED AND NOW PROCESSING NEW CONSENT - USING OLD CONSENT CONDIDITONS ATM,No,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,SHA001,Water take,,ATH-2005010241.03,2019-12-10 00:00:00,"SHANNON INTAKE - expired and currently operating under s124, reconsenting is under progress.",Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,SHA001,Water take,,ATH-2011013681.01,2013-02-11 00:00:00,Shannon emergency intake - not used old consent - emergency intake galley pipe remains due to the high rates of slips in this area taking out the main intake from time to time.,No,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,TOK002,Water take,,ATH-1994001627.01,2038-07-01 00:00:00,Tokomaru - TOKO INTAKE HORSESHOE,Yes,Active,,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,TOK002,Discharge to water,,ATH-2019202692.00,2038-07-01 00:00:00,Tokomaru - DISCHARGE TO WATER TOKO HORSESHOE,Yes,Active,,,5 - Highly Reliable
ACC-00001012,Hurunui District Council,AMB001,Water take,,CRC164844,2051-02-18 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,AMB001,Water take,,CRC192903,2048-11-06 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,AMB001,Water take,,CRC192903,2048-08-06 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,AMB001,Water take,,CRC234173,2030-04-12 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,AMB001,Water take,,CRC241054,2049-08-02 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,AMB001,Water take,,CRC980468,2032-10-23 00:00:00,,No,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,AMU001,Water take,,CRC181118,2044-09-17 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,ASH002,Water take,,CRC194404,2050-11-06 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,BAL003,Water take,,CRC154223,2050-03-06 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,BAL003,Water take,,CRC981241,2033-02-18 00:00:00,,Yes,Active,,Exceeded volume,4 - Reliable
ACC-00001012,Hurunui District Council,BLY001,Water take,,CRC156556,2051-01-12 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,CHE001,Water take,,CRC240404,2048-11-24 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,CUL001,Water take,,CRC062919,2041-07-14 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,HAN001,Land use,"to disturb, and reconstruct structures (a weir and two pipes), in the beds of Dillons Stream and the Rogerson River, at or about map reference NZMS 260 N32:923-551.",CRC000283,2034-09-08 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,HAN001,Water take,,CRC191743,2054-05-17 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,HAN001,Water take,,CRC191744,2054-05-17 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,HAN001,Discharge to water,,CRC981515,2033-04-01 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,HAW001,Water take,,CRC002026,2036-05-29 00:00:00,,No,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,HAW001,Other (Please identify on the comments section),To disturb the bed of the Waitohi River.,CRC002027,2036-05-29 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,HAW001,Water take,,CRC042081,2039-05-21 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,HAW001,Water take,,CRC223418,2039-05-21 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,KAI039,Water take,"Periodically breaching consent conditions, plan in place to resolve this in year 1 of the 2024/2034 LTP(this year)",CRC002016,2035-08-04 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,LOW010,Water take,,CRC002025,2035-08-04 00:00:00,,Yes,Active,,Exceeded flow rate,4 - Reliable
ACC-00001012,Hurunui District Council,MOT016,Water take,,CRC002014,2036-05-29 00:00:00,,Yes,Active,New consent application in progress,Exceeded flow rate,4 - Reliable
ACC-00001012,Hurunui District Council,MOT016,Land use,To disturb the bed of the Hurunui River,CRC002015,2036-05-29 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,PAR009,Water take,,CRC002023,2035-08-04 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,WAI026,Water take,,CRC156528,2050-11-26 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,WAI026,Discharge to land,,CRC174404,2052-02-27 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,WAI067,Water take,,CRC002024,2035-08-04 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001012,Hurunui District Council,WAI068,Water take,,CRC136767,2035-08-14 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00008502,Invercargill City Council,INV001,Discharge to water,,ES AUTH 94556 V1,2038-05-09 00:00:00,,Yes,Active,Conditions met,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008502,Invercargill City Council,INV001,Water take,,ES AUTH 99159 V1,2038-06-10 00:00:00,,Yes,Active,Conditions met,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00001004,Kaikoura District Council,FER003,Water take,,CRC 042702.1,2039-11-29 00:00:00,,Yes,Active,Leaks repaired,Exceeded volume,5 - Highly Reliable
ACC-00001004,Kaikoura District Council,KAI004,Water take,,CRC 054849,2041-09-14 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001004,Kaikoura District Council,KAI004,Water take,,CRC 981641.1,2033-08-12 00:00:00,,No,Active,,,5 - Highly Reliable
ACC-00001004,Kaikoura District Council,KAI004,Water take,,CRC163587,2038-02-20 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001004,Kaikoura District Council,KAI021,Water take,,CRC970568.1,2031-10-20 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001004,Kaikoura District Council,KIN003,Water take,,CRC 011818,2038-02-20 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001004,Kaikoura District Council,OAR001,Water take,,CRC 951060.2,2030-04-08 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001004,Kaikoura District Council,OCE002,Water take,,CRC 194257,2037-10-02 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001004,Kaikoura District Council,PEK002,Water take,,CRC 991951,2034-05-21 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001094,Kaipara District Council,DAR002,Water take,,008134.01 Rotu,2033-06-30 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001094,Kaipara District Council,DAR002,Water take,,030845.01.01 (Waiparataniwha),2048-06-30 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001094,Kaipara District Council,DAR002,Discharge to water,,036520.01.01 Dargaville Backwash,2048-06-30 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001094,Kaipara District Council,DAR002,Water take,,98 8369 (01-05) Waiatua Dam,2033-06-30 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001094,Kaipara District Council,GLI001,Water take,,7944.02 Glinks,2032-04-30 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001094,Kaipara District Council,MAN003,Water take,,20010803201- Mangawhai Bore,2025-11-30 00:00:00,Consent renewal app submitted,Yes,Active,,,5 - Highly Reliable
ACC-00001094,Kaipara District Council,MAU001,Water take,,7582.01 Piroa,2039-05-31 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001094,Kaipara District Council,MAU001,Water take,,9888.01 (Cattlemount & Boarhill),2039-06-06 00:00:00,,Yes,Active,,Exceeded volume,5 - Highly Reliable
ACC-00001094,Kaipara District Council,RUA001,Water take,,20010218701 Ruawai Bores,2030-06-30 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001094,Kaipara District Council,RUA001,Discharge to water,,20010510701 Ruawai  Backwash,2046-06-30 00:00:00,,Yes,Active,,Exceeded volume,5 - Highly Reliable
ACC-00008506,Kapiti Coast District Council,HAU003HA,Water take,,WGN160082 [39118],2031-06-14 00:00:00,,Yes,Active,Hautere WTP Groundwater Take,,5 - Highly Reliable
ACC-00008506,Kapiti Coast District Council,HAU003HA,Discharge,,WGN240018 [38117],2031-06-14 00:00:00,,Yes,Active,Hautere WTP Discharge to Land,,5 - Highly Reliable
