Account ID,Org Name,Network ID,W-EH5 Type of resource consent,W-EH5 Comments,W-EH6 Resource consent reference number,W-EH7 Resource consent expiry date,W-EH7 Comments,W-EH7 Currently operating under this consent?,W-EH8 Consent status,W-EH8 Comments,W-EH5 to W-EH8 Data confidence
ACC-00008578,Waipa District Council,WWN-00359,Discharge to land,Also discharge to water,AUTH145312.01.01,2058-09-26 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008578,Waipa District Council,WWN-00359,Discharge to air,,AUTH145312.02.01,2058-09-26 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008578,Waipa District Council,WWN-00359,Discharge to land,,AUTH145312.03.01,2058-09-26 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008578,Waipa District Council,WWN-00359,Land-use consent,,AUTH145312.04.01,2058-09-26 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008578,Waipa District Council,WWN-00359,Land-use consent,,AUTH145312.05.01,2027-01-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008578,Waipa District Council,WWN-00359,Other (Please identify in the comments section),Water Take,AUTH145312.06.01,2027-01-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008578,Waipa District Council,WWN-00359,Land-use consent,,AUTH146045.01.01,2043-10-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008578,Waipa District Council,WWN-00360,Other (Please identify in the comments section),"Discharges to water, land and air as well as land use",AUTH135108.01.02,2043-06-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008578,Waipa District Council,WWN-00360,Land-use consent,,AUTH138311.01.01,2017-11-08 00:00:00,,No,Expired,,5 - Highly Reliable
ACC-00008575,Wairoa District Council,WWN-00361,Discharge to water,Tuai,DP940405Wa,2034-05-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008575,Wairoa District Council,WWN-00362,Coastal permit,Wairoa,AUTH-123608-02,2036-11-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008575,Wairoa District Council,WWN-00362,Discharge to air,Wairoa,AUTH-123614-02,2036-11-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008575,Wairoa District Council,WWN-00362,Wastewater overflows,Wairoa,AUTH-123624-02,2026-11-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008575,Wairoa District Council,WWN-00362,Wastewater overflows,Wairoa,AUTH-124094-02,2026-11-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008575,Wairoa District Council,WWN-00362,Wastewater overflows,Wairoa,AUTH-124095-02,2036-11-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008575,Wairoa District Council,WWN-01002,Discharge to air,Mahia,AUTH-118700-01,2036-04-20 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008575,Wairoa District Council,WWN-01002,Discharge to land,Mahia,AUTH-118701-04,2036-04-20 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008575,Wairoa District Council,WWN-01003,Discharge to land,Opoutama,AUTH-118685-03,2035-05-21 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008575,Wairoa District Council,WWN-01003,Discharge to air,Opoutama,AUTH-118687-03,2035-05-21 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008499,Waitaki District Council,WWN-00364,Discharge to land,Kurow,CRC062249,2030-05-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008499,Waitaki District Council,WWN-00365,Discharge to land,Lake Ohau,CRC000426,2034-11-02 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008499,Waitaki District Council,WWN-00366,Discharge to air,Moeraki,RM16.008.01,2053-01-20 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008499,Waitaki District Council,WWN-00366,Discharge to land,Moeraki,RM16.008.02 V1,2053-01-20 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008499,Waitaki District Council,WWN-00369,Discharge to land,Oamaru,2002-655,2038-04-30 00:00:00,,Yes,Active,Abatement notice issued,5 - Highly Reliable
ACC-00008499,Waitaki District Council,WWN-00369,Discharge to land,Oamaru,2002-656,2038-04-30 00:00:00,,Yes,Active,Abatement notice issued,5 - Highly Reliable
ACC-00008499,Waitaki District Council,WWN-00369,Discharge to land,Oamaru,2002-704,2038-04-30 00:00:00,,Yes,Active,Abatement notice issued,5 - Highly Reliable
ACC-00008499,Waitaki District Council,WWN-00369,Discharge to air,Oamaru,2004-163,2028-04-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008499,Waitaki District Council,WWN-00370,Discharge to land,Omarama,CRC200183,2044-12-04 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008499,Waitaki District Council,WWN-00371,Discharge to land,Otematata,CRC012181,2038-06-02 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008499,Waitaki District Council,WWN-00371,Discharge to land,Otematata,CRC094041,2044-12-06 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008499,Waitaki District Council,WWN-00372,Discharge to land,Palmerston,RM11.096.01.V2,2046-03-23 00:00:00,,Yes,Active,Abatement notice issued,5 - Highly Reliable
ACC-00008576,Waitomo District Council,WWN-00373,Other (Please identify in the comments section),Discharge to Water and Land,AUTH118813.01.01,2025-05-11 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00008576,Waitomo District Council,WWN-00374,Discharge to water,,AUTH117290.01.01,2028-06-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008576,Waitomo District Council,WWN-00375,Discharge to water,,AUTH112639.01.01,2039-12-18 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008576,Waitomo District Council,WWN-00375,Other (Please identify in the comments section),Consttuct an outfall structure in Mangaokewa Stream,AUTH112641.02.01,2040-01-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008576,Waitomo District Council,WWN-00375,Discharge to land,,AUTH120048.01.01,2039-12-18 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008576,Waitomo District Council,WWN-00375,Discharge to air,,AUTH120051.01.01,2039-12-18 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008576,Waitomo District Council,WWN-00376,Discharge to land,,AUTH138063.01.01,2042-07-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001216,Watercare,WWN-00377,Other (Please identify in the comments section),Diversion of Water,27788,2038-04-15 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00377,Coastal permit,,42131 / CST60263085,2048-09-28 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00377,Coastal permit,,9610818 / 20758 / CST60261056,2031-09-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00377,Discharge to air,,H/8782,2028-05-01 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00377,Discharge to land,,R/REG/2013/3763 / DIS60083293,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00377,Coastal permit,,R/REG/2013/3764  /  CST60083186,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00377,Other (Please identify in the comments section),Vegetation,TRE60318741,2039-01-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00378,Discharge to water,,26875 / DIS60263339,2025-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00378,Discharge to air,,26876 / DIS60263353,2026-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00378,Other (Please identify in the comments section),Stormwater,33614 / DIS60266874,2041-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00378,Discharge to land,,R/REG/2013/3763 / DIS60083293,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00378,Coastal permit,,R/REG/2013/3764  /  CST60083186,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00378,Other (Please identify in the comments section),Vegetation,TRE60318741,2039-01-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00379,Discharge to land,,R/REG/2014/2424 / DIS60083096,2029-09-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00379,Other (Please identify in the comments section),Vegetation,TRE60318741,2039-01-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00380,Coastal permit,,38119 / CST60263091,2041-06-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00380,Coastal permit,,CST60082302,2053-06-26 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00380,Coastal permit,,CST60082600,2053-06-27 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00380,Discharge to land,,R/REG/2013/3763 / DIS60083293,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00380,Coastal permit,,R/REG/2013/3764  /  CST60083186,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00380,Coastal permit,,R/REG/2015/4227-A / CST60083001-A,2027-03-22 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00380,Discharge to land,,R/REG/2015/4228-A / DIS60084111-A,2027-03-22 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00380,Discharge to air,,R/REG/2017/844-A / DIS60084200-A,2027-07-09 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00380,Other (Please identify in the comments section),Vegetation,TRE60318741,2039-01-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00381,Discharge to land,,REG-65084 / DIS60048047,2037-07-19 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00381,Other (Please identify in the comments section),Vegetation,TRE60318741,2039-01-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00382,Discharge to water,,22225 / DIS60265455,2027-11-05 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00382,Discharge to air,,37541 / DIS60266186,2027-11-05 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00382,Discharge to land,,R/REG/2013/3763 / DIS60083293,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00382,Discharge to water,,REG-63613 / DIS60047640,2049-06-17 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00382,Discharge to water,,REG-63614 / DIS60047654,2049-06-17 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00382,Other (Please identify in the comments section),Vegetation,TRE60318741,2039-01-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00383,Discharge to air,,30829 / DIS60265275,2042-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00383,Other (Please identify in the comments section),Stormwater,30830  / DIS60262712,2042-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00383,Discharge to land,,30833 / 42098 / DIS60262735,2042-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00383,Discharge to water,,31272 / DIS60264767,2042-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00383,Land-use consent,,32988,2042-12-20 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00383,Discharge to water,,33143 / DIS60266313,2027-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00383,Coastal permit,,41667 / CST60263128,2044-06-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00383,Other (Please identify in the comments section),Vegetation,TRE60318741,2039-01-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00384,Discharge to air,,DIS60401927,2032-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00384,Discharge to water,,DIS60401948,2032-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00384,Discharge to land,,R/REG/2013/3763 / DIS60083293,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00384,Coastal permit,,R/REG/2013/3764  /  CST60083186,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00384,Other (Please identify in the comments section),Vegetation,TRE60318741,2039-01-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,16022 / CST60260494,2032-01-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,16186 / CST60260537,2032-08-29 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Other (Please identify in the comments section),Works in a Watercourse,24823 / LUS60273584,2035-02-28 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,25163 / CST60260857,2036-05-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,26412 / CST60261190,2037-03-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,26786 / CST60260325,2026-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Other (Please identify in the comments section),Works in a Watercourse,27272,2038-12-19 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,27805 / CST60261682,2038-07-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,27807 / CST60260902,2038-07-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,28750 / CST60260963,2039-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,29007 / CST60261805,2042-02-16 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Discharge to air,,29011 / DIS60263354,2042-01-02 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Discharge to water,,29012 / DIS60264024,2042-01-02 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,29018 / CST60261956,2042-02-16 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Discharge to air,,29020 / DIS60264095,2042-02-16 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Discharge to water,,29021 / DIS60264164,2042-02-16 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Discharge to air,,29031 / DIS60264863,2042-02-16 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,29039 / CST60261275,2042-02-16 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,30083 / CST80294146 / 26682,2032-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,30358,2043-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Other (Please identify in the comments section),Works in a Watercourse,30575 / LUS60273369,2039-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Discharge to land,,31584 / DIS80299843,2039-09-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,32782 / CST60262104,2041-01-10 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Other (Please identify in the comments section),Earthworks,32908,2032-04-30 00:00:00,,No,,Inactive,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,32933 / CST60261897,2041-08-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,33159 / CST60262796,2041-01-10 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,33161 / CST60262046,2042-01-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Discharge to land,,33167 / 14821 / DIS60263596,2032-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,33541 / CST60261750,2042-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,33816 / CST60261744,2042-02-28 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,35914 / CST60260993,2042-02-16 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,35915 / 29707 / CST60261903,2043-07-21 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,37704 / CST60263007,2041-06-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,37766 / CST80295357,2043-06-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,37961 / CST60262363,2042-06-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,38276 / CST60262824,2044-06-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Other (Please identify in the comments section),Diversion of Water,38654 / DIS60266395,2045-10-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Discharge to air,,38987 / DIS60268127,2046-03-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Discharge to land,,39084 / DIS60267283,2047-05-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Discharge to water,,39087 / DIS60267345,2047-05-15 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,39929 / CST60262930,2046-06-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,40144,2027-03-04 00:00:00,,No,,Inactive,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,40622,2047-08-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,40718 / CST60262548,2048-03-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,40850 / DIS60266760,2050-09-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Discharge to air,,41392 / DIS80297026,2032-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,41528,2048-04-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Land-use consent,,47059,2050-12-06 00:00:00,,No,,Inactive,
ACC-00001216,Watercare,WWN-00385,Other (Please identify in the comments section),Vegetation,52006 / TRE60293614,2052-12-04 00:00:00,,No,Expired,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,8414 / CST60263074,2027-01-03 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Other (Please identify in the comments section),Notice of Requirement,9571,2054-09-10 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Discharge to water,,9610854 / DIS60263635,2032-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Other (Please identify in the comments section),Diversion of Groundwater,9610857,2032-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Discharge to land,,9610859,2032-01-01 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,CST60342346,2054-10-15 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Other (Please identify in the comments section),Discharge Other,DIS60323547,2053-12-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Other (Please identify in the comments section),Stormwater,DIS60333877,2044-05-16 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Discharge to air,,DIS60338392,2054-10-09 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Land-use consent,,H10200 / CST60260440,2030-06-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Land-use consent,,H10201 / 13608 / CST60261386,2030-06-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Land-use consent,,H10202 / 13610 / CST60261416,2030-12-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Land-use consent,,H10203 / CST60261445,2030-06-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Land-use consent,,LUC-2014-2069 / LUC60018053,2050-07-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Land-use consent,,LUC41947,2048-05-23 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Other (Please identify in the comments section),Works in a Watercourse,LUS60319077,2053-08-16 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Other (Please identify in the comments section),Works in a Watercourse,LUS60324341,2053-09-10 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Other (Please identify in the comments section),Works in a Watercourse,LUS60335870,2054-07-25 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Discharge to land,,R/REG/2013/3763 / DIS60083293,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Coastal permit,,R/REG/2013/3764  /  CST60083186,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Land-use consent,,RLUC-2009-1649 / LUC60012383,2044-10-16 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Land-use consent,,RLUC2013629 / WC_LUC-2014-395/ OPW60055426,2048-05-07 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Other (Please identify in the comments section),Vegetation,TRE60318741,2039-01-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Other (Please identify in the comments section),Diversion of Groundwater,WAT60334954,2054-09-10 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00385,Other (Please identify in the comments section),Water Take,WAT60392083,2052-06-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00386,Discharge to land,,DIS60050490,2052-03-20 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00386,Discharge to air,,DIS60050574 / REG-67921,2052-03-20 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00386,Discharge to land,,DIS60050606 / REG-67923,2052-03-20 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00386,Land-use consent,,LAN-67924 / LUC60012037,2099-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00386,Discharge to land,,R/REG/2013/3763 / DIS60083293,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00386,Coastal permit,,R/REG/2013/3764  /  CST60083186,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00386,Other (Please identify in the comments section),Dam,REG-67339 / WAT60052039,2051-06-22 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00386,Other (Please identify in the comments section),Vegetation,TRE60318741,2039-01-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00387,Discharge to water,,37282 / DIS60263346,2027-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00387,Discharge to air,,DIS60341182,2054-08-21 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00387,Discharge to land,,R/REG/2013/3763 / DIS60083293,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00387,Coastal permit,,R/REG/2013/3764  /  CST60083186,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00387,Other (Please identify in the comments section),Vegetation,TRE60318741,2039-01-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00388,Land-use consent,,111540,2039-10-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00388,Land-use consent,,940307,2029-01-07 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00388,Land-use consent,,AUTH136310.01.01,2051-01-27 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00388,Discharge to water,,AUTH137406.01.02,2052-10-26 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00388,Land-use consent,,AUTH139710.01.01,2053-05-12 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00388,Other (Please identify in the comments section),Stormwater,AUTH140653.01.01,2071-06-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00388,Land-use consent,,R/LUC/2015/4259 / LUC60137118,2051-01-25 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00388,Discharge to land,,R/REG/2013/3763 / DIS60083293,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00388,Other (Please identify in the comments section),Stormwater,R/REG/2015/4262 / DIS60084046,2051-01-25 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00388,Other (Please identify in the comments section),Diversion of Groundwater,R/REG/2015/4271 / WAT60151160,2051-01-25 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00388,Other (Please identify in the comments section),Vegetation,TRE60318741,2039-01-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Coastal permit,,23793 / CST60260815,2037-09-23 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Coastal permit,,23794 / CST60260832,2037-09-23 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Coastal permit,,23796 / CST60260854,2037-09-23 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Coastal permit,,23798 / CST60260647,2030-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Discharge to water,,23799 / CST60260652,2030-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Discharge to land,,23801 / DIS60265035,2037-01-07 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Coastal permit,,23870 / CST60260676,2035-06-04 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Other (Please identify in the comments section),Stormwater,24955,2030-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Discharge to water,,25371 / WAT60273937,2036-05-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Discharge to air,,30249 / 23792 / DIS80298643,2030-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Coastal permit,,30436 / CST60261572,2040-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Coastal permit,,38212,2046-10-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Coastal permit,,38479 / CST60262909,2046-10-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Coastal permit,,38480 / CST60262944,2026-10-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Other (Please identify in the comments section),Dam,38973 / WAT60274995,2030-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Coastal permit,,39641 / CST60262787,2046-10-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Coastal permit,,9610974,2029-02-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Coastal permit,,CST60260474,2032-12-03 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Land-use consent,,LQ2136956,2048-06-02 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00389,Coastal permit,,R/REG/2017/1007 / CST60082290,2052-04-04 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00390,Coastal permit,,40409 / CST60262535,2047-07-16 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00390,Coastal permit,,COA-67056 / CST60050137,2051-03-05 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00390,Discharge to air,,DIS60331113,2054-12-19 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00390,Discharge to water,,DIS60331146,2054-12-19 00:00:00,,Yes,Active,,
